item_code,item_name,item_group,brand,stock_uom,hsn_code,valuation_rate,standard_rate,description
SET-MAXFRESHMU,MaxFresh Multi Kadai Mini (5-in-1 Set),Steelware,MaxFresh,PCS,7323,0,0,Multi Kadai Mini
10L-MAXFRESHSS,MaxFresh SS Tea Jar 10L,Steelware,MaxFresh,PCS,7323,0,0,SS Tea Jar
24CM-MAXFRESHTR,MaxFresh Triply Kadai with Glass Lid 24cm,Steelware,MaxFresh,PCS,7323,0,0,Triply Kadai with Glass Lid
1000-MAXFRESHVA,MaxFresh Vacuum Flask 1000,Steelware,MaxFresh,PCS,9617,0,0,Vacuum Flask
750ML-MAXFRESHWA,MaxFresh Water Bottle Stylish 750ml,Steelware,MaxFresh,PCS,9617,0,0,Water Bottle Stylish
NO8-MAXFRESHEX,MaxFresh EXTRA DEEP SEE THRU MASALA DABBA no.8,Steelware,MaxFresh,PCS,7323,0,0,EXTRA DEEP SEE THRU MASALA DABBA
2000ML-MAXFRESHHO,MaxFresh HOT POT ROYAL 2000ml,Steelware,MaxFresh,PCS,7323,0,0,HOT POT ROYAL
3000ML-MAXFRESHHO,MaxFresh HOT POT ROYAL 3000ml,Steelware,MaxFresh,PCS,7323,0,0,HOT POT ROYAL
5000ML-MAXFRESHHO,MaxFresh HOT POT ROYAL 5000ml,Steelware,MaxFresh,PCS,7323,0,0,HOT POT ROYAL
BOTTOM-MAXFRESHID,MaxFresh IDLI COOKER SANDWICH BOTTOM,Steelware,MaxFresh,PCS,7323,0,0,IDLI COOKER SANDWICH BOTTOM
200ML-MAXFRESHSS,MaxFresh S S FEEDING BOTTLE 200ml,Steelware,MaxFresh,PCS,7323,0,0,S S FEEDING BOTTLE
250ML-MAXFRESHSS,MaxFresh S S FEEDING BOTTLE 250ml,Steelware,MaxFresh,PCS,7323,0,0,S S FEEDING BOTTLE
LID-MAXFRESHSS,MaxFresh SS KADAI- 24 CM (WITH LID),Steelware,MaxFresh,PCS,7323,0,0,SS KADAI- 24 CM (WITH LID)
2TIER-MAXFRESHST,MaxFresh STEAMER WITH GLASS LID 20cm 2tier,Steelware,MaxFresh,PCS,7323,0,0,STEAMER WITH GLASS LID
G-MAXFRESHTR,MaxFresh TRIPLY DELUXE KADAI WITH LID (1000 g),Steelware,MaxFresh,KG,7326,0,0,TRIPLY DELUXE KADAI WITH LID
15CUP-MAXFRESHTR,MaxFresh TRIPLY TADKAPAN 1.5cup,Steelware,MaxFresh,PCS,7323,0,0,TRIPLY TADKAPAN
600ML-MAXFRESHUL,MaxFresh ULTRA SIPPER WATER BOTTLE 600ml,Steelware,MaxFresh,PCS,7323,0,0,ULTRA SIPPER WATER BOTTLE
NO6-MAXFRESHWI,MaxFresh WIRE RECTANGLE MASALA DABBA NO6,Steelware,MaxFresh,PCS,7323,0,0,WIRE RECTANGLE MASALA DABBA
NO7-MAXFRESHWI,MaxFresh WIRE ROUND MASALA DABBA NO7,Steelware,MaxFresh,PCS,7323,0,0,WIRE ROUND MASALA DABBA
STAND-MINIMOBILE,Mini Mobile Stand,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,Mini Mobile Stand
STAND-MOBILEOK,Mobile Ok Stand,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,Mobile Ok Stand
MUG181-MORNINGCOF,MORNING COFFEE MUG(181),Plastic kitchenware,Raj Enterprises,Pack,3924,0,0,MORNING COFFEE MUG(181)
SET-MUGCHAISTE,Mug Chai Steel Cup [6pcs Set],Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,Mug Chai Steel Cup [6pcs Set]
FIRST-MUGVOLVO10,MUG VOLVO 1000 ML FIRST,Plastic kitchenware,Raj Enterprises,DZ,3924,0,0,MUG VOLVO 1000 ML FIRST
MILKY-MUGVOLVO10,MUG VOLVO 1000 ML MILKY,Plastic kitchenware,Raj Enterprises,DZ,3924,0,0,MUG VOLVO 1000 ML MILKY
MILKY-MUGVOLVO75,MUG VOLVO 750 ML MILKY,Plastic kitchenware,Raj Enterprises,DZ,3924,0,0,MUG VOLVO 750 ML MILKY
SET-MULTIPURPO,multipurpose dinning set,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,multipurpose dinning set
NENO-NENOJUICER,NENO JUICER 2 IN 1,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,NENO JUICER 2 IN 1
NICER-NICERDICER,NICER DICER 12 IN 1,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,NICER DICER 12 IN 1
8INCH240MM-OILBRUSHSI,Oil Brush Silicone [Length 8Inch(240mm)],Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,Oil Brush Silicone [Length 8Inch(240mm)]
1000ML-OILDISPENS,OIL DISPENSER 1000ML,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,OIL DISPENSER 1000ML
500ML-OILDISPENS,Oil Dispenser Bottle 500ml,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,Oil Dispenser Bottle 500ml
SPATULA-OIL,OIL SPATULA,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,OIL SPATULA
PLATE-OWLSHAPE,OWL SHAPE PLATE,Plastic kitchenware,Raj Enterprises,Pack,3924,0,0,OWL SHAPE PLATE
SET-OWLSHAPEPL,OWL SHAPE PLATE (6 PIC SET),Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,OWL SHAPE PLATE (6 PIC SET)
B029-PEELERCLAS,Peeler Classic B029,Plastic kitchenware,Raj Enterprises,PCS,3924,0,0,Peeler Classic B029
COLORFUL-PEELER,Peeler Colorful,Plastic kitchenware,Raj Enterprises,DZ,3924,0,0,Peeler Colorful
